id;bathrooms;bedrooms;price;square_feet;cityname;state;latitude;longitude;time;amenities_count;category_housing/rent/home;category_housing/rent/short_term;has_photo_Thumbnail;has_photo_Yes;pets_allowed_Cats,Dogs;pets_allowed_Dogs;pets_allowed_No;source_Home Rentals;source_Listanza;source_ListedBuy;source_RENTCaf�;source_RENTOCULAR;source_Real Estate Agent;source_RealRentals;source_RentDigs.com;source_RentLingo;source_rentbits;source_tenantcloud
5664574105;1;1;750;215;1195;9;27,8492;-82,3155;1577015260;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624126;1;1;2000;219;721;1;32,8956;-85,4351;1577359217;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624017;1;1;1400;219;1247;4;37,7599;-122,4379;1577359209;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624367;1;1;1095;219;528;20;39,1634;-76,6165;1577359234;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664570217;1;1;915;219;775;5;39,5816;-105,0387;1577015007;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664574791;1;1;900;219;1460;20;38,621;-76,9225;1577015319;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664573949;1;1;865;219;1195;9;27,8492;-82,3155;1577015248;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668619369;1;1;750;219;69;43;30,3054;-97,7497;1577358921;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664570058;1;1;725;219;67;5;39,6828;-104,8078;1577014995;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624549;1;1;650;219;817;45;38,7418;-77,4684;1577359248;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664572906;1;1;650;219;363;10;33,7416;-84,2614;1577015182;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624370;1;1;645;219;1386;9;28,0076;-82,4792;1577359235;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668625590;1;1;595;219;13;32;35,1038;-106,611;1577359326;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664573404;1;1;750;220;69;43;30,3054;-97,7497;1577015212;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668634310;1;0;1195;223;1285;47;47,616;-122,3275;1577359975;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
5668640879;1;0;1150;225;1285;47;47,616;-122,3275;1577360412;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668625234;1;1;942;225;272;14;41,8625;-87,6825;1577359301;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
5668639212;1;0;1250;228;1285;47;47,616;-122,3275;1577360296;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
5659899323;1;1;800;230;518;27;35,224;-81,1809;1576666501;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664573954;1;1;685;230;1543;9;27,7011;-82,3178;1577015249;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668628531;1;1;525;230;865;42;35,1211;-89,9517;1577359551;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
5668639708;1;0;1095;231;1285;47;47,616;-122,3275;1577360334;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
5668612110;1;0;1695;232;1247;4;37,7599;-122,4379;1577358464;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
5668626855;1;0;990;239;1468;7;38,9118;-77,0132;1577359411;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668636830;1;1;775;240;105;47;48,7871;-122,4437;1577360135;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
5668629000;1;0;1299;243;1285;47;47,616;-122,3275;1577359586;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
5668620457;1;1;705;245;34;0;61,1723;-149,8414;1577359000;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
5664571995;1;1;1800;250;1063;4;37,6019;-122,4863;1577015133;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5653561496;1;1;1600;250;836;4;33,9855;-118,4532;1576322048;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624072;1;1;1500;250;1247;4;37,7599;-122,4379;1577359213;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664579604;1;1;1330;250;1366;4;34,145;-118,3898;1577015755;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668623065;1;1;1310;250;928;4;34,2805;-118,8861;1577359152;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664579928;1;1;1300;250;1411;4;33,8363;-118,333;1577015787;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664568684;1;1;1295;250;1224;4;38,5587;-121,432;1577014892;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5653562721;1;1;1255;250;722;4;34,2017;-118,492;1576322123;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664574541;1;1;1250;250;1285;47;47,616;-122,3275;1577015295;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5648113719;1;1;1250;250;1003;4;34,1881;-118,3905;1575976767;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664570234;1;1;1200;250;369;5;39,736;-104,9819;1577015008;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664571553;1;1;1200;250;67;5;39,6828;-104,8078;1577015098;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668620616;1;1;1175;250;162;4;37,9353;-121,6935;1577359008;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664571823;1;1;1155;250;1256;4;37,9917;-122,5247;1577015122;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664573458;1;1;1150;250;1010;20;39,1088;-77,2384;1577015215;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624849;1;1;1145;250;36;19;42,6484;-71,1615;1577359272;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624024;1;1;1135;250;1029;4;37,7904;-122,2151;1577359210;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668623989;1;1;1115;250;1254;4;37,9724;-122,3304;1577359208;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664596354;1;0;1095;250;272;14;41,8625;-87,6825;1577016975;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624552;1;1;1090;250;15;45;38,7999;-77,1072;1577359248;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664577920;1;1;1075;250;272;14;41,8625;-87,6825;1577015605;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668623116;1;1;1050;250;1402;4;34,2009;-118,8636;1577359156;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668623643;1;1;1050;250;369;5;39,736;-104,9819;1577359188;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664574855;1;1;1045;250;194;45;38,786;-77,2858;1577015325;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624504;1;1;1025;250;103;47;47,5988;-122,1507;1577359245;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664574093;1;1;1025;250;69;43;39,8163;-98,5576;1577015259;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664568674;1;1;1005;250;1541;4;38,3918;-121,2234;1577014891;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668623133;1;1;1000;250;1557;4;34,1677;-118,6141;1577359157;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624299;1;1;1000;250;883;9;25,7603;-80,3005;1577359231;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624350;1;1;1000;250;643;20;38,9633;-76,9375;1577359233;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664571557;1;1;1000;250;1518;5;39,8644;-105,0454;1577015098;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664570140;1;1;1000;250;67;5;39,6828;-104,8078;1577015002;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664571542;1;1;1000;250;55;5;39,8228;-105,1107;1577015097;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5659898514;1;1;1000;250;1283;4;33,7606;-118,0806;1576666443;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624441;1;1;975;250;1252;4;33,1463;-117,1694;1577359240;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664578591;1;1;965;250;860;31;39,8587;-74,8101;1577015665;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624721;1;1;955;250;528;20;39,1634;-76,6165;1577359262;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664571537;1;1;950;250;775;5;39,5816;-105,0387;1577015096;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664571551;1;1;950;250;67;5;39,6828;-104,8078;1577015098;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664572242;1;1;930;250;309;4;37,9682;-122,0091;1577015146;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668619413;1;1;925;250;721;5;39,9999;-105,0993;1577358925;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664574194;1;1;925;250;276;4;32,6197;-117,0226;1577015266;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664571566;1;1;925;250;528;20;39,1634;-76,6165;1577015099;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668612560;1;1;915;250;610;5;39,5516;-104,969;1577358488;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624591;1;1;900;250;742;20;39,0976;-76,8614;1577359251;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668622471;1;1;900;250;1051;9;28,5163;-81,3644;1577359122;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668619405;1;1;900;250;148;5;40,0213;-105,2552;1577358924;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664571546;1;1;900;250;67;5;39,6828;-104,8078;1577015097;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5659899184;1;1;900;250;714;4;34,0291;-117,9457;1576666494;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5648113751;1;1;900;250;33;4;33,8323;-117,9079;1575976769;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664570238;1;1;895;250;308;5;39,8312;-104,8942;1577015009;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664571538;1;1;895;250;55;5;39,8228;-105,1107;1577015097;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664574816;1;1;875;250;52;45;38,8738;-77,1055;1577015322;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668619515;1;1;865;250;954;9;26,1806;-81,7257;1577358931;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624193;1;1;865;250;60;10;33,7848;-84,3922;1577359222;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668622813;1;1;860;250;1270;9;27,3181;-82,4987;1577359138;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668623669;1;1;855;250;67;5;39,6828;-104,8078;1577359190;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624596;1;1;850;250;791;45;38,69;-77,2065;1577359251;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668619325;1;1;850;250;484;5;40,0994;-104,8079;1577358918;4;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624585;1;1;850;250;1554;45;38,6487;-77,3152;1577359250;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668622159;1;1;850;250;956;42;36,137;-86,783;1577359107;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664574103;1;1;850;250;1238;9;27,7873;-82,6772;1577015259;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664569721;1;1;850;250;1135;37;45,5091;-122,6449;1577014971;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664575324;1;1;825;250;673;20;39,4324;-76,3552;1577015366;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624279;1;1;805;250;60;10;33,7848;-84,3922;1577359229;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668619409;1;1;800;250;181;5;39,9156;-105,0876;1577358924;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668623652;1;1;800;250;439;5;39,6169;-104,919;1577359189;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624325;1;1;800;250;1138;20;39,0287;-77,2409;1577359232;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668622638;1;1;800;250;367;9;28,905;-81,2156;1577359129;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668622770;1;1;800;250;780;4;38,1255;-121,2878;1577359136;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664567290;1;1;800;250;661;9;30,2989;-81,6324;1577014825;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668623636;1;1;795;250;1081;5;39,4904;-104,7265;1577359188;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668622755;1;1;785;250;492;5;38,6968;-104,6969;1577359135;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668619495;1;1;785;250;481;5;40,5649;-105,0824;1577358930;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668619485;1;1;760;250;796;5;40,4067;-105,0984;1577358930;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668622484;1;1;755;250;789;9;28,7026;-81,3885;1577359122;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668619712;1;1;755;250;91;8;39,6103;-75,6896;1577358946;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668614798;1;1;755;250;637;38;40,2776;-76,7088;1577358630;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668623963;1;1;750;250;1193;4;33,945;-117,4074;1577359206;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668620774;1;1;750;250;1131;9;27,2897;-80,3421;1577359020;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624602;1;1;750;250;521;20;39,1774;-77,2569;1577359252;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5659898660;1;1;750;250;258;27;35,2016;-80,8124;1576666455;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668622131;1;1;725;250;956;42;36,137;-86,783;1577359105;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664573229;1;1;725;250;615;10;33,8691;-84,7686;1577015201;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668622573;1;1;720;250;310;43;29,4782;-98,2759;1577359126;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624702;1;1;705;250;634;43;29,7714;-95,4343;1577359260;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668625131;1;1;700;250;46;3;33,4234;-111,5415;1577359294;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668622362;1;1;700;250;69;43;30,3054;-97,7497;1577359117;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668619397;1;1;700;250;181;5;39,9156;-105,0876;1577358923;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668625134;1;1;700;250;1282;3;33,5783;-111,8902;1577359295;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668622438;1;1;700;250;1051;9;28,5163;-81,3644;1577359121;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664575334;1;1;700;250;76;20;39,3191;-76,6126;1577015367;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664571532;1;1;700;250;245;5;39,6041;-104,8594;1577015096;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664571534;1;1;700;250;733;5;39,6894;-105,1119;1577015096;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664570380;1;1;700;250;707;43;30,0066;-97,8071;1577015019;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668620019;1;0;695;250;239;12;42,5286;-92,4509;1577358970;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
5664577738;1;1;695;250;1371;14;41,7834;-87,8099;1577015589;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668622919;1;1;685;250;305;40;34,0505;-81,0098;1577359144;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664577241;1;1;685;250;1100;3;33,5178;-112,0848;1577015542;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664574886;1;1;675;250;634;43;29,7714;-95,4343;1577015328;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5642321533;1;1;675;250;313;23;45,1748;-93,3109;1575638484;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664577303;1;1;660;250;1100;3;33,5178;-112,0848;1577015549;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668623923;1;1;650;250;76;20;39,3191;-76,6126;1577359203;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668620500;1;1;650;250;1239;37;44,9545;-123,0072;1577359002;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668619341;1;1;650;250;273;9;29,4832;-82,8641;1577358919;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664569086;1;1;650;250;1243;43;29,4624;-98,5253;1577014919;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664568007;1;1;650;250;45;42;36,0402;-86,6385;1577014855;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668620584;1;1;645;250;1377;40;33,6285;-78,9873;1577359007;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5659898888;1;1;645;250;258;27;35,2016;-80,8124;1576666471;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668622807;1;1;625;250;1446;9;27,0717;-82,3833;1577359138;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668622658;1;1;625;250;69;43;30,3054;-97,7497;1577359130;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664577304;1;1;610;250;1100;3;33,5178;-112,0848;1577015550;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668619634;1;1;600;250;1342;9;28,473;-82,5474;1577358940;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668623447;1;1;600;250;1418;3;32,2264;-110,9438;1577359177;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624231;1;1;600;250;396;10;33,9369;-84,306;1577359225;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668619318;1;1;600;250;1265;4;36,9873;-122,016;1577358918;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664573938;1;1;600;250;1386;9;28,0076;-82,4792;1577015248;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664598050;1;1;600;250;633;22;47,1165;-88,5631;1577017139;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664579687;1;1;600;250;1156;27;35,823;-78,6438;1577015762;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668618570;1;1;595;250;970;45;37,6465;-78,2899;1577358867;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668619650;1;1;580;250;1450;9;27,6361;-80,4261;1577358942;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668620590;1;1;575;250;297;38;39,9849;-75,8127;1577359007;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664568706;1;1;575;250;1552;9;28,681;-81,2808;1577014894;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668623914;1;1;550;250;284;20;39,2019;-76,951;1577359203;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668625024;1;1;550;250;1346;45;38,7701;-77,2263;1577359287;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668620580;1;1;500;250;773;40;33,8829;-78,6369;1577359006;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668624678;1;1;500;250;72;43;29,5056;-94,9889;1577359258;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668614356;1;1;500;250;1085;3;34,8856;-112,4675;1577358597;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668614767;1;1;499;250;496;17;38,2006;-84,9469;1577358627;5;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
5664577170;1;1;495;250;1100;3;33,5178;-112,0848;1577015536;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5664571561;1;1;200;250;937;20;39,3903;-77,1487;1577015099;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668639806;1;0;1325;253;1285;47;47,616;-122,3275;1577360339;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
5668639575;1;0;1400;255;699;47;47,7046;-122,1989;1577360324;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
5668612986;1;0;1995;258;1247;4;37,7599;-122,4379;1577358513;5;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
5668616388;1;1;710;265;810;48;43,0724;-89,4003;1577358725;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
5668616880;1;1;1659;272;1468;7;38,9118;-77,0132;1577358754;6;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
5668623998;1;1;1600;272;1250;4;37,7078;-122,1435;1577359208;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5668621331;1;1;850;273;138;15;39,1471;-86,5136;1577359051;6;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
